,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,BAD
0,-0.37943437180834344,-0.2486648970963231,-0.2620977591043014,0.07446350438224252,-0.06824045748162083,-0.09130496366441072,-0.24810635531179023,-0.01218235035933932,-0.2982559553057879,-0.40917767473228567,-0.372177892424508,0.37217789242450794,-0.09333852920980978,-0.1056260574950615,0.26987135524330574,-0.1267620711569388,-0.0331490153231737,-0.044429979339707035,1
1,-0.3880357220085474,-0.0031405427930774853,-0.14224384217898942,-0.03775976778454822,-0.07059381101063715,0.3711742296154773,-0.17407321790323999,-0.1616317202158604,-0.18234068570643674,-0.42328865464600124,-0.38501289073610295,0.3850128907361029,-0.09655741966300257,-0.10926869800973026,0.2791781906556167,-0.1311336123000055,-0.03429219863514398,-0.0459622001443724,1
2,-0.3644456723648875,-0.31195340319701936,-0.350708940760294,-0.12937000100033622,-0.06707726884458641,-0.08974863036655897,-0.08645049936781375,-0.011974696834827528,-0.26918916362804524,-0.4022030611475958,-0.36583395641645583,0.3658339564164558,-0.09174753289206679,-0.1038256148487605,0.26527127919656124,-0.12460135585375649,-0.03258397576488556,-0.043672650783908,1
3,-0.459050469219542,-0.2285730517203076,-0.2627654297028184,-0.31996609432352263,-0.0844895524132979,-0.11304606970426867,-0.002746481666180842,-0.19344743542421458,-0.05612194495735715,-0.5066091270703433,0.19622546753313988,-0.19622546753313994,-0.11556385825778392,-0.1307772346535425,0.3341318457576004,-0.15694605590703897,-0.04104230204422095,-0.05500943584903352,1
4,-0.34177054998023926,0.1410100839560623,0.04423809208681829,-0.15232638986004168,-0.06364792102439852,-0.0851602016005412,-0.2342103735517828,-0.14572839766061965,-0.16439975965639841,-0.3816402950305803,-0.34713057295142175,0.3471305729514217,-0.0870569095654073,0.5208541008906732,-0.2038592245465129,-0.11823106983213023,-0.030918109098172226,-0.04143987189550952,0
5,-0.4011425905102007,-0.24369590659595286,-0.28091274314263,0.029456181430501646,-0.07470477465595592,-0.09995414724992312,-0.24901902694646705,-0.01333636631347993,-0.35321933418708085,0.17707409993693737,-0.407433751348894,0.40743375134889387,-0.10218034943882356,-0.11563185702690855,0.2954358678644329,-0.13877005386799818,-0.036289172305907905,-0.04863876528722761,1
6,-0.2802227815651908,-0.09385384638098483,-0.14285529329656382,-0.07685870817456118,0.6495492592193169,0.276019914621791,-0.22947358476502264,-0.009371700157782553,-0.07928694295673562,-0.31477427308679246,-0.2863108932410559,0.28631089324105585,-0.07180393627836895,-0.08125654824346237,0.20760800238976562,-0.09751616783468978,-0.025501042325248902,-0.034179319433954414,1
7,-0.3880894247244524,-0.24928442721002725,-0.2611242378242414,0.0962228726510752,-0.07270388161842788,-0.09727697489747993,-0.2816782172240069,-0.16646294178091728,-0.3437587058704827,0.1685827569995347,-0.39652104382675246,0.3965210438267524,-0.09944355047642921,-0.11253477282168722,0.2875229121829734,-0.1350532360892067,-0.03531720294332102,-0.0473360243678503,1
8,-0.3589618258672155,-0.21008118266955864,-0.22875745476867956,-0.1628784750941607,-0.0680569947787297,0.3578359383818109,0.10786194926282426,-0.012149598425853336,-0.2244545618313319,-0.4080776111491933,-0.3711773017980616,0.3711773017980615,-0.09308759099097784,-0.10534208457461328,0.26914581309290087,-0.12642127461106578,-0.03305989505385242,-0.04431053049074152,1
9,-0.1786097025019013,-0.09161183171150304,-0.08117789570997805,0.12348133491312684,-0.0338633211518678,-0.045308742371199626,-0.09220400480175588,-0.07753352272161347,-0.09957499069192682,-0.20304838975274675,-0.18468779316420655,0.18468779316420653,-0.046317869298078275,-0.052415374089839165,-0.10846152206515898,-0.06290380932190345,0.8830023355479198,-0.022047722343546263,1
10,-0.4264955253066759,-0.3160712016056019,-0.25148043290117034,0.369991656633931,-0.08086097642506729,-0.10819107589288954,-0.002628528414667926,-0.1851394411324302,-0.053711673674478225,-0.48485176581798817,0.18779816499179028,-0.1877981649917903,-0.11060073288661103,-0.12516073983357043,0.31978187279895115,-0.15020568773552823,-0.03927965675322839,-0.05264694353671184,1
11,-0.31853295848509283,-0.2458055490614502,-0.26658126441430063,0.0799281199280717,-0.060391925631926115,0.11836508006516734,-0.14711632873707461,-0.010781223105390793,-0.26395267758803426,-0.3621169701175004,-0.3293726394961739,0.32937263949617385,-0.08260339573705784,0.4942091056519396,-0.19343053048780198,-0.11218279971702418,-0.029336451454884584,-0.03931995926074014,1
12,-0.3829218423153339,-0.15137194555976063,-0.2067532297061929,-0.17375030229437152,-0.07259966922710145,-0.09713753989140596,-0.2896217950861129,0.14030321505419371,0.09800937796065703,-0.4353160124795352,-0.3959526779394219,0.39595267793942185,-0.09930100994122741,-0.11237346757192528,0.2871107821897361,-0.13485965329313132,-0.03526657992166448,-0.0472681737911624,1
13,-0.37687641829709206,-0.035286603750088776,-0.059591937611419864,-0.18760564845884645,-0.07145349333541517,-0.09560396945525194,-0.09919219251974497,-0.1636000504561998,0.07091447506528256,-0.428443409283393,0.16594945453174348,-0.1659494545317435,0.661706572403648,-0.11059935811981156,-0.2288598513204119,-0.13273054051601615,-0.0347098046068625,-0.04652192188918758,0
14,-0.40511426676835977,0.002522517072077309,-0.08149545547188583,-0.005431738677558323,-0.07727249246674335,0.15145012618749654,-0.18670186407432376,-0.17692324162644912,-0.144335223599593,-0.463334801013399,-0.4214378749791777,0.4214378749791776,-0.10569244494242246,-0.11960630150050215,0.3055904522715819,-0.14353979369469322,-0.03753648687847365,-0.050310554332812625,1
15,-0.3288120945755941,-0.23805613151321767,-0.25937091757258474,-0.23896535125674884,-0.06310067200293644,0.12367408417003684,0.3255969114415485,-0.14447541528923252,-0.2983527820581896,-0.3783589266112422,-0.34414592139784755,0.34414592139784755,-0.0863083885170463,-0.09767043561737966,0.24954498399695235,-0.11721451129839201,-0.030652273157624435,-0.04108356914469951,1
16,-0.20643452381143934,0.0656876358154571,0.0043885006065353185,-0.021190012719084505,0.3135782408250302,0.7308972695708222,-0.09588644287146661,-0.00707225133528197,0.010988393988172846,-0.23754097289399556,-0.21606139365740615,0.2160613936574061,0.3668685748767014,-0.061319368112520055,-0.1268862831381942,-0.07358951274254663,-0.019244083528009107,-0.025793050720373006,1
17,-0.4295826061249268,-0.31940600275177355,-0.25638824353035095,0.4155130144760336,-0.0824390330357016,-0.11030249786764924,-0.0026798259233599057,-0.18875256246591934,-0.0547598932911284,-0.42534281437108656,0.19146317311848432,-0.19146317311848435,-0.11275918094634298,-0.12760333627029882,0.3260226321941712,-0.15313705325899032,-0.0400462258047451,-0.05367438422504917,1
18,-0.3573722518039911,-0.23833395352288766,-0.26019786256048005,-0.11705328101598161,-0.06900204767230586,-0.09232396276338946,-0.3677533251475241,-0.012318310153214674,-0.1288870807926688,-0.41374425758978406,-0.37633154324281726,0.3763315432428172,-0.0943802236954938,-0.1068048856014035,0.27288322510006235,-0.12817678544091093,-0.033518971296985806,-0.04492583528332483,1
19,-0.3506317845632102,0.17518820399459037,0.08472913262390945,-0.19347881542196071,-0.06770058668999916,-0.09058262262462843,-0.2558733643278909,-0.15500738846183995,-0.1990733649325717,0.07615001419070318,-0.36923348113504056,0.3692334811350405,-0.09260010002112981,0.5540185389036251,-0.21683959007359618,-0.12575921827129496,-0.032886763488932685,-0.04407848040486589,0
20,-0.3774434786990123,-0.19572149337119685,-0.24740629997164923,-0.17441506866366793,-0.07287743460584857,0.14283603796042998,-0.17835913607885104,-0.013010147856898567,-0.18823918426155095,-0.4369815258126996,-0.3974675876728222,0.39746758767282214,-0.09968093429804528,-0.1128034069795499,0.28820926426281346,-0.13537562455131286,-0.03540150939218884,-0.04744902120184021,1
