,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,BAD
0,-0.43707692971027723,-0.28644133959609036,-0.3019148826377697,0.42871806724223815,0.07272902166232732,0.08577578176628084,-0.0786073478160201,-0.10517574619177274,-0.28579794578035606,-0.014033057327775381,-0.3435661260511901,-0.47133874805710285,1
1,-0.45220106943273936,-0.0036598610104191355,-0.16576519610259993,0.44867838464733184,0.07611514990805329,-0.04400369967311537,-0.08226716001584937,0.4325513710675709,-0.20285785774565745,-0.18835904168187745,-0.21249242892058645,-0.49328340524651737,1
2,-0.4175108295988089,-0.35737541708152726,-0.4017739594886658,0.41910125492154054,0.07109759671190796,-0.148206936008751,-0.07684406287718565,-0.10281649079971085,-0.09903813502866744,-0.01371827404962967,-0.30838448511697253,-0.46076588764864107,1
3,-0.5144696038206722,-0.25616766618833164,-0.2944879388682755,-0.219914901106484,0.08760863148897242,-0.35859418695843664,-0.09468960271613827,-0.12669362214816648,-0.0030780522610141057,-0.21680148945719455,-0.06289729936872912,-0.5677698082717061,1
4,-0.4178073751651661,0.17238188911510507,0.054080145694756665,0.42435989154946024,-0.4351717051723578,-0.18621583726125482,-0.07780825708786579,-0.10410657179594826,-0.28631730093707974,-0.17814992929358425,-0.2009752802393167,-0.46654730764018626,0
5,-0.4778415149016861,-0.2902908440488538,-0.3346235825214604,0.48533555292399594,0.08233378212671062,0.03508823717787677,-0.0889884134381969,-0.11906549509455518,-0.29663175112894863,-0.01588629488185701,-0.42075527688508463,0.2109308713794305,1
6,-0.30319653407195213,-0.1015483493993368,-0.15456712534014289,0.3097837727998492,0.05255265043417791,-0.08315988372399089,0.7028018314723805,0.2986490997652666,-0.24828672091970927,-0.010140028552747059,-0.0857871946291072,-0.34058069112675227,1
7,-0.4572579131897058,-0.29371394764925723,-0.30766394666781016,0.46719228478013386,0.07925590357974754,0.1133725042386532,-0.08566176523165411,-0.11461447725510894,-0.3318812252879478,-0.1961313360605104,-0.40502620909790255,0.19862896217825635,1
8,-0.4131318013843372,-0.24178397584074002,-0.263278634546616,0.42719068233605223,0.07246991149549141,-0.1874580330647082,-0.07832729505934062,0.41183600920956326,0.12413910947806556,-0.013983062047455237,-0.2583264034672366,-0.4696595193413319,1
9,-0.32804520278325566,-0.16825973891774215,-0.1490961514781889,0.3392085856002093,0.6656372900338045,0.22679316400010574,-0.062195389716080685,-0.08321673106675853,-0.16934735923597602,-0.14240267929140693,-0.18288535032595002,-0.37293074932782155,1
10,-0.4729231417733836,-0.350478203915332,-0.27885618808458446,-0.20824157098326193,0.08295826686216028,0.4102683528964066,-0.08966337217795835,-0.11996858228774249,-0.0029146657874347197,-0.20529342272362355,-0.05955864002506423,-0.5376319487059965,1
