,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,BAD
0,-0.37753677403183455,-0.27536069774386934,-0.266130680046703,0.0740911032745796,-0.06789917859387029,-0.09084833635569307,-0.22960829360744253,-0.012121424932777776,-0.2980721845446403,-0.40713132705411254,-0.370316585190362,0.3703165851903619,-0.09287173179067502,-0.10509780864167276,0.26852169553479677,-0.1261281185099325,-0.03298323303657978,-0.04420777957007744,1
1,-0.3885817246867874,-0.025158819335947488,-0.14707517635454648,-0.037812899321596836,-0.07069314312799857,0.37169650659145953,-0.15863421425674454,-0.1618591512154333,-0.1838034379188278,-0.42388426150896996,-0.3855546400070482,0.38555464000704814,-0.09669328501443736,-0.10942244932275962,0.2795710205709017,-0.13131812959947597,-0.034340450976966044,-0.046026873273554245,1
2,-0.3604810362803102,-0.3377179209000049,-0.3527804004396197,-0.12796264453236256,-0.06634756622858203,-0.08877229648342153,-0.07294627454342562,-0.01184442964063871,-0.2675095522795342,-0.3978276798755233,-0.3618542178311114,0.3618542178311113,-0.09074945387190862,-0.10269614395543983,0.26238551551365025,-0.12324587527307213,-0.03222950974733572,-0.04319755619413423,1
3,-0.4832383460136767,0.04250923733114531,-0.04197170908935686,-0.3368254616191402,-0.0889414003498416,-0.11900259211174344,-0.15833444880733463,-0.20364039469106254,-0.033341858567024256,-0.5333029221321259,0.20656480438347027,-0.2065648043834703,-0.12165304572805594,-0.13766803174749928,0.3517376221593155,-0.1652157171276428,-0.043204866319301795,-0.05790794384771489,1
4,-0.3437446437652537,0.12591274815149742,0.0415530924132762,-0.15320623916108236,-0.06401555646089421,-0.08565209367468256,-0.2192152099932468,-0.14657013643576744,-0.16644159301977704,-0.38384467962303426,-0.3491356266539469,0.3491356266539468,-0.08755975717508455,0.5238625954596963,-0.205036731585134,-0.11891398186233505,-0.031096694546855944,-0.041679231880053104,0
5,-0.39894667608593715,-0.27214461120690675,-0.2851789087904568,0.02929493389604091,-0.07429582956732864,-0.09940698332641176,-0.2293931124710009,-0.013263361053385792,-0.35274949241766973,0.17610476987971144,-0.40520339817103534,0.4052033981710353,-0.1016209989521958,-0.11499887097966081,0.29381860782015984,-0.13801040587710048,-0.03609051995934511,-0.04837250942509951,1
6,-0.28040474314152963,-0.11281911500335055,-0.1466573943318629,-0.07690861607861058,0.6499710415114529,0.27619914708278137,-0.21520480292208902,-0.009377785634930984,-0.08016539426546795,-0.3149786705401396,-0.28649680810909817,0.2864968081090981,-0.07185056188589296,-0.08130931186790308,0.2077428118408902,-0.09757948958004757,-0.025517601328174603,-0.034201513642461136,1
7,-0.3863192447203737,-0.27749435221151175,-0.2654986438646931,0.09578397430896529,-0.07237225970538239,-0.09683326851217182,-0.2615226132074844,-0.16570365963564904,-0.3436165667018789,0.1678138058082341,-0.39471240494545107,0.394712404945451,-0.09898996175853782,-0.11202147152584818,0.28621144302809454,-0.13443722203991643,-0.03515611170386082,-0.047120112058804405,1
8,-0.35601209532405076,-0.23508351023331556,-0.2319559588955384,-0.1615400385859091,-0.06749774367817095,0.35489545969905173,0.11440189971055942,-0.012049760395786088,-0.22382117170643467,-0.40472427687561024,-0.36812719188345405,0.368127191883454,-0.09232265363399747,-0.10447644722278712,0.2669341360614309,-0.12538242126189653,-0.03278822889002407,-0.04394641342938937,1
9,-0.1794190326603685,0.01625819631940854,-0.0838681431714407,0.12404086312997673,-0.03401676526319077,-0.045514048864237655,-0.0848335127726081,-0.07788484864261226,-0.10062155693536068,-0.2039684583892943,-0.18552466483923186,0.18552466483923183,-0.04652774842543686,-0.05265288270456738,-0.10895299133928561,-0.06318884394910206,0.8870034643228153,-0.02214762669570738,1
